index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor inlet air temperature (T1) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor inlet air pressure (P1) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
10277,9.3,27,72774.774,3560.404,9748.763,644.931,644.931,1047.471,288,770.3,4.524,0.998,22.471,1.052,86.799,1.718,0.993,0.998
6683,6.175,18,29769.604,2307.067,8812.006,245.983,245.983,770.075,288,666.395,2.507,0.998,13.214,1.03,34.004,0.673,0.978,0.989
9818,9.3,27,72776.312,3560.401,9751.766,645.128,645.128,1048.764,288,770.85,4.52,0.998,22.432,1.051,86.848,1.719,0.991,0.999
9230,6.175,18,29762.056,2306.799,8797.23,246.018,246.018,767.755,288,664.437,2.512,0.998,13.274,1.031,33.94,0.672,0.989,0.986
11511,1.138,3,4043.572,1369.46,6605.12,8.596,8.596,559.875,288,559.331,1.239,0.998,6.726,1.019,9.143,0.205,0.999,0.98
9883,2.088,6,6086.48,1392.171,6761.207,31.131,31.131,581.881,288,569.133,1.314,0.998,7.123,1.02,0.0,0.227,0.992,0.981
1102,5.14,15,21638.201,1924.343,8507.309,175.299,175.299,711.732,288,641.356,2.075,0.998,10.998,1.026,25.269,0.5,0.954,0.993
3276,1.138,3,1001.901,1376.294,6665.377,9.059,9.059,477.721,288,552.111,1.128,0.998,6.118,1.019,1.034,0.095,0.964,0.975
5345,9.3,27,72776.666,3560.423,9769.912,644.813,644.813,1072.022,288,778.031,4.5,0.998,22.387,1.05,88.618,1.754,0.972,0.996
10819,2.088,6,6826.595,1362.49,6733.889,25.625,25.625,609.542,288,570.197,1.327,0.998,7.216,1.019,16.248,0.273,0.996,0.981
8386,8.206,24,50993.389,3087.473,9306.666,437.953,437.953,906.745,288,727.244,3.585,0.998,18.318,1.042,59.027,1.169,0.985,0.996
8678,3.144,9,8374.843,1386.734,7033.764,60.3,60.3,587.458,288,579.247,1.393,0.998,7.576,1.02,12.395,0.245,0.987,0.977
11925,1.138,3,3131.81,1406.601,6673.118,10.692,10.692,510.408,288,552.868,1.213,0.998,6.451,1.019,0.088,0.146,1.0,1.0
2207,3.144,9,8379.228,1386.758,7119.394,60.355,60.355,592.789,288,583.952,1.389,0.998,7.497,1.02,12.559,0.249,0.959,0.986
4552,8.206,24,50994.69,3087.528,9311.345,438.125,438.125,927.773,288,733.845,3.581,0.998,18.464,1.041,60.62,1.2,0.969,0.986
4402,2.088,6,3570.614,1384.033,6845.986,29.548,29.548,511.495,288,561.401,1.227,0.998,6.545,1.02,0.0,0.14,0.968,0.996
7395,7.148,21,38995.173,2678.068,9124.819,332.298,332.298,818.441,288,687.707,2.975,0.998,15.525,1.036,43.556,0.862,0.981,0.99
3718,2.088,6,3308.149,1379.73,6855.053,28.742,28.742,504.437,288,560.582,1.217,0.998,6.483,1.02,1.785,0.132,0.965,0.998
972,1.138,3,984.769,1379.685,6699.341,9.293,9.293,477.808,288,553.434,1.127,0.998,6.091,1.019,0.0,0.094,0.954,0.979
4579,8.206,24,50994.473,3087.525,9312.586,438.054,438.054,924.646,288,733.363,3.578,0.998,18.402,1.041,60.329,1.194,0.969,0.989
6516,1.138,3,6904.308,1380.354,6699.693,9.275,9.275,630.302,288,572.259,1.326,0.998,7.117,1.019,0.435,0.287,0.977,0.997
719,9.3,27,72763.608,3560.393,9775.751,645.005,645.005,1111.352,288,787.836,4.5,0.998,22.803,1.049,92.211,1.825,0.953,0.976
6155,9.3,27,72766.259,3560.39,9753.828,644.735,644.735,1079.683,288,778.631,4.522,0.998,22.789,1.05,89.771,1.777,0.976,0.982
11762,9.3,27,72758.56,3560.36,9725.702,644.988,644.988,1054.729,288,770.58,4.553,0.998,22.974,1.052,88.048,1.743,1.0,0.981
2803,5.14,15,21636.95,1924.354,8506.838,175.293,175.293,701.422,288,638.363,2.075,0.998,10.931,1.026,24.719,0.489,0.961,1.0
2566,2.088,6,2907.656,1368.47,6864.245,26.66,26.66,497.38,288,559.266,1.2,0.998,6.385,1.02,7.516,0.127,0.96,1.0
4025,3.144,9,8377.653,1386.749,7085.737,60.341,60.341,594.007,288,583.092,1.39,0.998,7.545,1.02,12.627,0.25,0.967,0.98
6198,7.148,21,38993.132,2678.07,9125.701,332.274,332.274,824.747,288,689.735,2.974,0.998,15.559,1.036,43.973,0.871,0.976,0.987
8224,8.206,24,50990.605,3087.329,9299.022,437.942,437.942,925.587,288,730.221,3.599,0.998,18.688,1.042,60.78,1.203,0.985,0.978
10534,5.14,15,21621.947,1924.304,8452.373,175.184,175.184,707.785,288,634.571,2.093,0.998,11.265,1.026,25.303,0.501,0.995,0.975
4063,5.14,15,21632.56,1924.323,8486.497,175.29,175.29,713.5,288,639.724,2.081,0.998,11.119,1.026,25.456,0.504,0.967,0.984
2792,3.144,9,8380.328,1386.764,7148.29,60.375,60.375,581.519,288,581.605,1.387,0.998,7.405,1.02,12.092,0.239,0.961,0.999
2222,9.3,27,72771.747,3560.423,9777.401,644.898,644.898,1094.553,288,784.048,4.494,0.998,22.542,1.049,90.576,1.793,0.959,0.987
5818,5.14,15,21632.503,1924.342,8491.575,175.312,175.312,697.485,288,635.686,2.08,0.998,10.984,1.026,24.573,0.486,0.974,0.997
3866,6.175,18,29792.095,2307.404,8824.368,246.203,246.203,777.477,288,669.555,2.503,0.998,13.208,1.03,34.402,0.681,0.966,0.988
8650,2.088,6,6887.987,1367.982,6806.041,26.648,26.648,597.714,288,569.909,1.328,0.998,7.1,1.02,13.286,0.262,0.986,1.0
10331,9.3,27,72757.552,3560.356,9729.661,644.714,644.714,1063.72,288,773.082,4.549,0.998,23.017,1.051,88.82,1.758,0.994,0.978
3227,6.175,18,29795.14,2307.289,8834.803,246.251,246.251,771.492,288,668.764,2.5,0.998,13.108,1.03,33.981,0.673,0.963,0.995
4214,3.144,9,8377.062,1386.745,7070.721,60.334,60.334,597.639,288,583.614,1.391,0.998,7.582,1.02,12.78,0.253,0.968,0.975
3923,9.3,27,72777.803,3560.417,9774.932,644.91,644.91,1080.467,288,780.496,4.495,0.998,22.401,1.05,89.296,1.768,0.966,0.994
8926,8.206,24,50989.976,3087.302,9297.367,438.0,438.0,923.624,288,729.312,3.601,0.998,18.699,1.042,60.664,1.201,0.988,0.978
1401,7.148,21,38976.057,2678.078,9142.523,332.088,332.088,825.799,288,694.126,2.952,0.998,15.273,1.035,43.694,0.865,0.955,1.0
7703,9.3,27,72777.01,3560.412,9760.655,645.065,645.065,1059.313,288,774.161,4.51,0.998,22.4,1.051,87.639,1.735,0.982,0.998
4979,3.144,9,8377.341,1386.747,7081.823,60.335,60.335,590.573,288,581.932,1.39,0.998,7.532,1.02,12.492,0.247,0.971,0.982
3253,5.14,15,21636.076,1924.349,8503.069,175.289,175.289,702.249,288,638.218,2.076,0.998,10.956,1.026,24.78,0.491,0.963,0.998
10290,4.161,12,14719.381,1547.456,7744.927,113.749,113.749,620.257,288,600.563,1.661,0.998,8.824,1.023,16.276,0.322,0.993,1.0
2661,7.148,21,38984.718,2678.075,9131.472,332.119,332.119,837.862,288,694.896,2.965,0.998,15.56,1.035,44.751,0.886,0.961,0.984
2158,8.206,24,50996.933,3087.592,9314.877,438.073,438.073,940.814,288,738.023,3.578,0.998,18.556,1.041,61.602,1.22,0.959,0.98
8578,2.088,6,6359.433,1389.197,6799.341,30.574,30.574,583.845,288,569.681,1.319,0.998,7.089,1.02,1.03,0.233,0.986,0.992
8088,7.148,21,38997.832,2678.062,9122.891,332.385,332.385,817.496,288,686.969,2.978,0.998,15.552,1.036,43.531,0.862,0.984,0.989
674,9.3,27,72779.72,3560.44,9792.759,645.171,645.171,1094.069,288,785.344,4.473,0.998,22.23,1.049,90.097,1.784,0.952,0.997
9095,6.175,18,29765.673,2306.887,8809.599,245.948,245.948,756.477,288,662.286,2.508,0.998,13.125,1.031,33.184,0.657,0.988,0.997
7011,1.138,3,6578.398,1337.037,6675.08,6.793,6.793,630.576,288,569.403,1.304,0.998,7.002,1.019,23.36,0.302,0.979,1.0
10884,4.161,12,14717.873,1547.448,7714.949,113.735,113.735,629.082,288,601.817,1.664,0.998,8.933,1.023,16.72,0.331,0.996,0.988
3841,8.206,24,50994.89,3087.542,9312.615,438.005,438.005,930.863,288,734.955,3.579,0.998,18.474,1.041,60.837,1.204,0.966,0.985
1815,7.148,21,38978.843,2678.08,9138.506,332.04,332.04,830.416,288,694.477,2.957,0.998,15.379,1.035,44.094,0.873,0.957,0.994
9932,6.175,18,29762.049,2306.834,8794.169,245.964,245.964,766.256,288,663.736,2.513,0.998,13.28,1.031,33.866,0.67,0.992,0.986
11739,4.161,12,14716.593,1547.44,7689.031,113.723,113.723,635.117,288,602.42,1.667,0.998,9.018,1.023,17.03,0.337,1.0,0.979
2100,4.161,12,14725.167,1547.476,7824.481,113.806,113.806,635.841,288,608.07,1.654,0.998,8.791,1.023,16.909,0.335,0.958,1.0
10507,5.14,15,21626.57,1924.339,8473.736,175.271,175.271,686.456,288,630.708,2.086,0.998,11.003,1.027,24.05,0.476,0.994,0.998
6708,4.161,12,14721.204,1547.46,7762.471,113.771,113.771,633.606,288,604.986,1.66,0.998,8.88,1.023,16.875,0.334,0.978,0.992
1673,9.3,27,72764.641,3560.396,9772.622,644.832,644.832,1104.868,288,786.071,4.503,0.998,22.774,1.049,91.682,1.815,0.957,0.978
4213,2.088,6,3533.766,1346.897,6769.272,22.761,22.761,539.857,288,563.886,1.22,0.998,6.649,1.019,20.815,0.182,0.968,0.975
8695,2.088,6,4364.592,1392.762,6767.555,31.186,31.186,537.606,288,563.779,1.259,0.998,6.823,1.02,0.0,0.17,0.987,0.979
1548,1.138,3,4914.983,1314.181,6687.586,5.649,5.649,610.995,288,568.966,1.25,0.998,6.756,1.019,32.071,0.275,0.956,0.991
8644,5.14,15,21629.023,1924.343,8482.048,175.275,175.275,689.528,288,632.436,2.083,0.998,10.98,1.027,24.182,0.479,0.986,0.999
8547,7.148,21,38999.813,2678.054,9121.442,332.298,332.298,817.208,288,686.536,2.98,0.998,15.575,1.036,43.542,0.862,0.986,0.988
5184,1.138,3,777.418,1345.737,6637.854,7.294,7.294,473.871,288,548.604,1.116,0.998,6.041,1.019,12.094,0.101,0.972,0.979
1461,4.161,12,14723.915,1547.465,7790.726,113.793,113.793,653.26,288,611.536,1.658,0.998,8.958,1.022,17.74,0.351,0.956,0.981
11198,3.144,9,8375.777,1386.737,7062.244,60.319,60.319,567.409,288,574.298,1.391,0.998,7.436,1.021,11.565,0.229,0.997,0.997
3220,8.206,24,50994.422,3087.533,9317.995,438.044,438.044,923.605,288,734.493,3.57,0.998,18.278,1.041,60.09,1.19,0.963,0.994
10923,7.148,21,39005.208,2678.038,9118.758,332.429,332.429,806.816,288,682.89,2.984,0.998,15.541,1.036,42.874,0.849,0.996,0.992
7170,7.148,21,38994.035,2678.072,9125.799,332.347,332.347,818.09,288,687.843,2.974,0.998,15.505,1.036,43.511,0.861,0.98,0.991
7430,6.175,18,29779.977,2307.327,8814.334,246.111,246.111,763.218,288,664.618,2.507,0.998,13.154,1.031,33.579,0.665,0.981,0.994
1751,6.175,18,29794.394,2307.325,8833.099,246.249,246.249,783.298,288,671.978,2.5,0.998,13.205,1.03,34.705,0.687,0.957,0.987
3976,8.206,24,50993.87,3087.516,9318.748,437.971,437.971,915.477,288,732.611,3.567,0.998,18.167,1.041,59.402,1.176,0.966,1.0
8353,2.088,6,6289.427,1389.842,6804.415,30.696,30.696,581.418,288,569.523,1.317,0.998,7.072,1.02,0.528,0.23,0.985,0.993
1772,9.3,27,72773.349,3560.426,9781.221,644.859,644.859,1095.124,288,784.515,4.489,0.998,22.476,1.049,90.525,1.792,0.957,0.989
2016,1.138,3,6715.232,1334.191,6697.195,6.738,6.738,652.605,288,575.544,1.306,0.998,7.075,1.019,25.227,0.321,0.958,0.991
2005,8.206,24,50995.473,3087.573,9318.79,438.114,438.114,932.202,288,736.884,3.57,0.998,18.362,1.041,60.77,1.203,0.958,0.989
3893,6.175,18,29792.979,2307.358,8827.447,246.283,246.283,774.222,288,668.898,2.502,0.998,13.168,1.03,34.188,0.677,0.966,0.991
3237,7.148,21,38981.492,2678.083,9136.55,332.193,332.193,824.355,288,692.255,2.96,0.998,15.365,1.035,43.719,0.866,0.963,0.996
4424,6.175,18,29794.614,2307.296,8832.476,246.244,246.244,765.707,288,666.903,2.501,0.998,13.078,1.03,33.642,0.666,0.968,0.998
8588,3.144,9,8376.632,1386.743,7076.301,60.331,60.331,575.212,288,577.148,1.391,0.998,7.46,1.021,11.876,0.235,0.986,0.993
2257,8.206,24,50994.871,3087.549,9319.03,438.106,438.106,929.442,288,736.248,3.569,0.998,18.324,1.041,60.538,1.198,0.959,0.991
4072,5.14,15,21632.938,1924.323,8487.408,175.307,175.307,712.533,288,639.544,2.081,0.998,11.108,1.026,25.4,0.503,0.967,0.985
5574,4.161,12,14722.379,1547.465,7781.736,113.783,113.783,632.436,288,605.43,1.658,0.998,8.84,1.023,16.8,0.333,0.973,0.996
11341,2.088,6,6543.962,1356.918,6740.97,24.609,24.609,597.857,288,567.902,1.317,0.998,7.125,1.02,18.922,0.263,0.998,0.987
5355,1.138,3,5121.13,1318.016,6672.174,5.777,5.777,602.481,288,565.599,1.257,0.998,6.758,1.019,30.639,0.27,0.972,0.998
8418,4.161,12,14720.687,1547.461,7762.653,113.755,113.755,623.743,288,602.244,1.66,0.998,8.816,1.023,16.418,0.325,0.985,1.0
6093,1.138,3,5819.235,1367.679,6643.142,8.586,8.586,624.261,288,571.409,1.292,0.998,7.065,1.019,10.29,0.276,0.976,0.976
7935,7.148,21,38992.824,2678.08,9127.877,332.26,332.26,809.199,288,685.774,2.972,0.998,15.398,1.036,42.851,0.848,0.983,0.998
9673,8.206,24,50992.606,3087.416,9297.924,437.959,437.959,916.335,288,727.555,3.6,0.998,18.606,1.042,60.055,1.189,0.991,0.983
1519,8.206,24,50996.979,3087.607,9319.241,438.106,438.106,935.635,288,737.855,3.57,0.998,18.397,1.041,61.044,1.208,0.956,0.987
9763,8.206,24,50993.287,3087.462,9302.168,438.094,438.094,905.886,288,725.889,3.592,0.998,18.401,1.042,59.081,1.17,0.991,0.993
1378,2.088,6,3191.886,1351.48,6860.024,23.595,23.595,516.55,288,561.74,1.207,0.998,6.444,1.019,16.981,0.156,0.955,0.998
5672,3.144,9,8376.826,1386.745,7072.55,60.331,60.331,590.03,288,581.433,1.391,0.998,7.541,1.02,12.475,0.247,0.974,0.981
2587,5.14,15,21633.258,1924.311,8485.007,175.271,175.271,724.54,288,642.678,2.082,0.998,11.202,1.026,26.05,0.516,0.961,0.976
11650,5.14,15,21624.262,1924.334,8466.477,175.211,175.211,686.751,288,630.054,2.088,0.998,11.044,1.027,24.098,0.477,0.999,0.995
5621,6.175,18,29760.835,2306.781,8801.597,245.922,245.922,787.598,288,670.461,2.51,0.998,13.397,1.03,35.119,0.695,0.974,0.975
9843,7.148,21,39012.272,2677.971,9112.582,332.417,332.417,825.613,288,686.807,2.991,0.998,15.801,1.036,44.313,0.877,0.992,0.976
9834,7.148,21,39012.948,2677.965,9112.077,332.531,332.531,826.653,288,686.982,2.992,0.998,15.819,1.036,44.396,0.879,0.992,0.975
5842,2.088,6,5362.301,1394.069,6848.73,31.485,31.485,554.897,288,567.329,1.288,0.998,6.862,1.02,0.0,0.195,0.974,1.0
7122,4.161,12,14720.369,1547.455,7746.151,113.76,113.76,637.879,288,605.51,1.661,0.998,8.936,1.023,17.09,0.338,0.98,0.986
5832,1.138,3,5049.883,1318.189,6670.39,5.779,5.779,598.882,288,564.761,1.255,0.998,6.74,1.019,30.462,0.267,0.974,0.999
4888,2.088,6,4105.696,1389.995,6850.237,30.677,30.677,524.046,288,563.218,1.247,0.998,6.642,1.02,0.0,0.156,0.97,0.998
5904,1.138,3,813.514,1351.934,6640.58,7.623,7.623,469.396,288,547.946,1.118,0.998,6.039,1.019,8.616,0.094,0.975,0.981
522,1.138,3,2212.106,1409.599,6729.973,11.098,11.098,514.599,288,560.675,1.178,0.998,6.367,1.019,0.0,0.135,0.952,0.981
8043,7.148,21,39000.517,2678.047,9120.375,332.302,332.302,822.559,288,687.817,2.981,0.998,15.637,1.036,43.935,0.87,0.984,0.984
3607,8.206,24,50995.058,3087.547,9313.179,438.108,438.108,931.546,288,735.273,3.578,0.998,18.47,1.041,60.877,1.205,0.965,0.985
234,1.138,3,395.648,1331.563,6663.587,6.59,6.59,477.697,288,551.149,1.099,0.998,5.976,1.019,17.188,0.105,0.951,0.975
3796,8.206,24,50995.997,3087.554,9310.629,437.988,437.988,936.15,288,735.781,3.583,0.998,18.579,1.041,61.331,1.214,0.966,0.98
6318,1.138,3,5066.358,1384.528,6649.19,9.568,9.568,598.053,288,568.829,1.274,0.998,6.954,1.019,4.111,0.24,0.977,0.975
7094,3.144,9,8376.338,1386.742,7064.278,60.326,60.326,585.743,288,579.858,1.391,0.998,7.529,1.02,12.308,0.244,0.98,0.983
1948,5.14,15,21635.366,1924.323,8494.272,175.315,175.315,719.253,288,642.15,2.079,0.998,11.117,1.026,25.728,0.509,0.958,0.983
6361,8.206,24,50992.682,3087.422,9303.905,438.091,438.091,929.805,288,732.502,3.592,0.998,18.638,1.041,60.992,1.207,0.977,0.979
6091,8.206,24,50990.095,3087.318,9302.753,438.0,438.0,934.788,288,733.491,3.595,0.998,18.719,1.041,61.431,1.216,0.976,0.975
10834,8.206,24,50991.455,3087.368,9294.772,438.008,438.008,914.167,288,726.225,3.604,0.998,18.645,1.042,59.962,1.187,0.996,0.982
2224,2.088,6,3791.752,1345.728,6821.798,22.577,22.577,542.047,288,564.942,1.226,0.998,6.614,1.019,21.533,0.187,0.959,0.988
5571,1.138,3,7164.74,1371.946,6700.741,8.805,8.805,642.381,288,573.886,1.33,0.998,7.154,1.019,5.969,0.304,0.973,0.996
4523,6.175,18,29789.453,2307.522,8816.013,246.193,246.193,781.404,288,669.933,2.506,0.998,13.282,1.03,34.686,0.687,0.969,0.983
5793,7.148,21,38988.732,2678.082,9130.187,332.15,332.15,819.026,288,689.174,2.968,0.998,15.435,1.036,43.484,0.861,0.974,0.994
11026,2.088,6,2805.521,1362.579,6724.014,25.534,25.534,496.864,288,554.536,1.199,0.998,6.5,1.02,10.091,0.129,0.997,0.978
5738,6.175,18,29789.614,2307.508,8815.816,246.187,246.187,773.339,288,667.621,2.506,0.998,13.224,1.03,34.198,0.677,0.974,0.988
2624,6.175,18,29790.976,2307.46,8821.526,246.244,246.244,788.927,288,672.551,2.504,0.998,13.308,1.03,35.109,0.695,0.961,0.98
4728,4.161,12,14721.515,1547.457,7756.719,113.772,113.772,647.666,288,608.627,1.661,0.998,8.981,1.022,17.526,0.347,0.97,0.98
7818,7.148,21,38999.165,2678.054,9121.352,332.288,332.288,822.192,288,687.948,2.98,0.998,15.616,1.036,43.889,0.869,0.983,0.985
11830,5.14,15,21622.757,1924.325,8460.24,175.191,175.191,691.855,288,630.875,2.09,0.998,11.113,1.027,24.404,0.483,1.0,0.989
10873,2.088,6,6859.889,1364.015,6749.7,25.902,25.902,604.847,288,569.527,1.328,0.998,7.183,1.02,15.675,0.269,0.996,0.987
10413,1.138,3,4187.742,1342.53,6616.843,7.055,7.055,568.983,288,559.401,1.236,0.998,6.684,1.019,21.21,0.226,0.994,0.988
2437,8.206,24,50996.815,3087.599,9316.091,438.025,438.025,934.982,288,736.878,3.575,0.998,18.453,1.041,61.08,1.209,0.96,0.985
6056,9.3,27,72778.073,3560.414,9767.453,644.825,644.825,1067.849,288,776.808,4.503,0.998,22.38,1.05,88.283,1.748,0.975,0.997
6352,8.206,24,50992.132,3087.397,9303.47,437.98,437.98,930.877,288,732.67,3.593,0.998,18.659,1.041,61.091,1.209,0.977,0.978
3167,9.3,27,72772.526,3560.422,9773.601,644.808,644.808,1089.068,288,782.431,4.498,0.998,22.541,1.05,90.16,1.785,0.963,0.988
1809,1.138,3,1821.136,1311.246,6687.627,5.458,5.458,519.486,288,554.91,1.15,0.998,6.173,1.019,29.162,0.168,0.957,0.994
9668,3.144,9,8375.016,1386.734,7040.145,60.308,60.308,580.904,288,577.539,1.392,0.998,7.534,1.02,12.127,0.24,0.991,0.983
7161,7.148,21,38994.501,2678.07,9125.297,332.227,332.227,819.094,288,688.011,2.975,0.998,15.522,1.036,43.591,0.863,0.98,0.99
5086,2.088,6,3672.757,1385.403,6835.162,29.8,29.8,514.428,288,561.552,1.231,0.998,6.578,1.02,0.0,0.143,0.971,0.994
9623,3.144,9,8374.493,1386.731,7027.596,60.296,60.296,584.891,288,578.26,1.393,0.998,7.571,1.02,12.295,0.243,0.991,0.978
7016,6.175,18,29792.066,2307.38,8822.844,246.211,246.211,757.987,288,663.836,2.504,0.998,13.073,1.031,33.223,0.658,0.979,1.0
9321,7.148,21,38997.853,2678.069,9124.036,332.335,332.335,807.312,288,684.302,2.977,0.998,15.451,1.036,42.799,0.847,0.989,0.996
4945,5.14,15,21630.325,1924.312,8477.271,175.246,175.246,717.25,288,639.827,2.084,0.998,11.194,1.026,25.698,0.509,0.971,0.978
6046,8.206,24,50993.83,3087.496,9312.137,438.019,438.019,913.403,288,730.363,3.577,0.998,18.282,1.042,59.421,1.176,0.975,0.996
11043,1.138,3,3212.488,1357.552,6600.464,7.918,7.918,540.394,288,556.042,1.208,0.998,6.56,1.019,14.401,0.185,0.997,0.98
6919,8.206,24,50994.008,3087.499,9307.04,438.062,438.062,917.922,288,730.229,3.586,0.998,18.439,1.042,59.935,1.187,0.979,0.989
5590,2.088,6,4722.313,1393.663,6845.829,31.393,31.393,539.471,288,565.198,1.268,0.998,6.757,1.02,0.0,0.175,0.973,0.998
7226,9.3,27,72776.464,3560.411,9762.006,645.07,645.07,1062.339,288,775.014,4.509,0.998,22.413,1.051,87.895,1.74,0.98,0.997
1228,5.14,15,21635.888,1924.321,8495.367,175.278,175.278,722.824,288,643.269,2.078,0.998,11.135,1.026,25.912,0.513,0.955,0.981
9212,6.175,18,29761.896,2306.825,8795.215,245.956,245.956,769.941,288,664.881,2.513,0.998,13.302,1.031,34.085,0.675,0.989,0.984
6846,7.148,21,38998.335,2678.051,9121.236,332.329,332.329,828.905,288,689.844,2.979,0.998,15.671,1.036,44.354,0.878,0.979,0.981
8244,1.138,3,5475.691,1363.079,6633.323,8.279,8.279,607.805,288,567.467,1.281,0.998,6.97,1.019,12.287,0.262,0.985,0.981
6555,4.161,12,14719.824,1547.449,7729.038,113.752,113.752,648.459,288,607.712,1.663,0.998,9.034,1.022,17.595,0.348,0.978,0.975
159,7.148,21,38975.735,2678.076,9140.988,332.111,332.111,837.239,288,697.044,2.953,0.998,15.389,1.035,44.508,0.881,0.95,0.992
1589,6.175,18,29797.007,2307.245,8842.436,246.328,246.328,775.174,288,670.485,2.497,0.998,13.095,1.03,34.163,0.676,0.956,0.995
11742,7.148,21,39017.526,2677.927,9110.388,332.482,332.482,817.408,288,683.929,2.995,0.998,15.776,1.036,43.79,0.867,1.0,0.979
11315,3.144,9,8374.255,1386.73,7027.522,60.3,60.3,577.081,288,575.94,1.393,0.998,7.53,1.021,11.979,0.237,0.998,0.984
11294,9.3,27,72759.308,3560.361,9727.968,644.808,644.808,1056.83,288,771.246,4.55,0.998,22.961,1.052,88.198,1.746,0.998,0.981
11132,9.3,27,72766.739,3560.386,9736.509,644.94,644.94,1050.9,288,770.293,4.54,0.998,22.738,1.052,87.428,1.731,0.997,0.989
6687,1.138,3,1061.381,1323.708,6637.691,6.035,6.035,484.499,288,547.456,1.124,0.998,6.043,1.019,22.592,0.126,0.978,0.99
11145,4.161,12,14718.027,1547.449,7718.612,113.738,113.738,626.089,288,601.135,1.664,0.998,8.907,1.023,16.577,0.328,0.997,0.991
10436,6.175,18,29762.405,2306.807,8796.187,246.028,246.028,760.938,288,662.391,2.513,0.998,13.23,1.031,33.53,0.664,0.994,0.99
7480,2.088,6,6643.926,1384.715,6827.383,29.747,29.747,588.51,288,570.456,1.325,0.998,7.076,1.02,4.017,0.243,0.981,1.0
11046,4.161,12,14717.051,1547.442,7697.35,113.73,113.73,635.558,288,602.884,1.666,0.998,9.006,1.023,17.04,0.337,0.997,0.98
1556,9.3,27,72774.985,3560.435,9783.869,645.013,645.013,1094.55,288,784.618,4.486,0.998,22.416,1.049,90.397,1.789,0.956,0.991
2828,3.144,9,8377.95,1386.75,7089.394,60.345,60.345,598.752,288,584.628,1.39,0.998,7.565,1.02,12.813,0.254,0.962,0.977
436,5.14,15,21639.98,1924.351,8513.945,175.318,175.318,709.532,288,641.403,2.073,0.998,10.949,1.026,25.123,0.497,0.951,0.997
5789,3.144,9,8378.217,1386.752,7105.669,60.35,60.35,579.675,288,579.539,1.389,0.998,7.447,1.02,12.041,0.238,0.974,0.994
9745,8.206,24,50993.407,3087.464,9301.33,438.089,438.089,907.951,288,726.217,3.594,0.998,18.442,1.042,59.274,1.173,0.991,0.991
1588,5.14,15,21637.914,1924.346,8507.173,175.299,175.299,708.765,288,640.497,2.075,0.998,10.979,1.026,25.111,0.497,0.956,0.995
7398,1.138,3,1832.401,1317.048,6630.468,5.665,5.665,510.8,288,550.653,1.152,0.998,6.195,1.019,27.651,0.16,0.981,0.991
2780,9.3,27,72779.737,3560.436,9782.719,644.89,644.89,1083.599,288,781.942,4.485,0.998,22.288,1.05,89.382,1.769,0.961,0.997
10709,9.3,27,72770.691,3560.401,9743.142,645.094,645.094,1048.728,288,770.205,4.531,0.998,22.591,1.052,87.058,1.723,0.995,0.994
5686,8.206,24,50994.04,3087.495,9306.87,438.009,438.009,928.616,288,732.932,3.588,0.998,18.565,1.041,60.814,1.204,0.974,0.982
3965,6.175,18,29795.49,2307.271,8835.658,246.274,246.274,765.688,288,667.176,2.499,0.998,13.061,1.03,33.623,0.666,0.966,0.999
4727,3.144,9,8377.299,1386.747,7078.975,60.331,60.331,592.645,288,582.442,1.391,0.998,7.546,1.02,12.576,0.249,0.97,0.98
1238,6.175,18,29793.467,2307.367,8830.124,246.225,246.225,789.879,288,673.58,2.501,0.998,13.269,1.03,35.118,0.695,0.955,0.982
2951,9.3,27,72774.288,3560.424,9776.295,645.016,645.016,1088.473,288,782.52,4.494,0.998,22.481,1.05,90.03,1.782,0.962,0.99
8726,6.175,18,29761.687,2306.83,8795.244,245.957,245.957,773.146,288,665.797,2.513,0.998,13.325,1.03,34.28,0.679,0.987,0.982
9241,8.206,24,50993.594,3087.47,9300.729,437.995,437.995,913.421,288,727.488,3.595,0.998,18.517,1.042,59.74,1.183,0.989,0.987
